Ingredient,DF,Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Key,Patent_No,Patent_Expire_Date_Text,Patent_Drug_Substance_Flag,Patent_Drug_Product_Flag,Patent_Use_Code,Patent_Delist_Flag,Patent_Submission_Date,Exclusivity_Code,Exclusivity_Date
METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,TABLET,ORAL,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,MYLAN,850MG;EQ 15MG BASE,A,90406,2,AB,2/25/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,90406-2,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,0.125MG,A,77854,1,AB,10/8/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,77854-1,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,0.25MG,A,77854,2,AB,10/8/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,77854-2,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,0.5MG,A,77854,3,AB,10/8/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,77854-3,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,0.75MG,A,90764,1,AB,4/9/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,90764-1,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,1MG,A,77854,4,AB,10/8/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,77854-4,,,,,,,,,
PRAMIPEXOLE DIHYDROCHLORIDE,TABLET,ORAL,PRAMIPEXOLE DIHYDROCHLORIDE,MYLAN,1.5MG,A,77854,5,AB,10/8/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,77854-5,,,,,,,,,
PRASUGREL HYDROCHLORIDE,TABLET,ORAL,PRASUGREL,MYLAN PHARMS INC,EQ 5MG BASE,A,205927,1,AB,7/12/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,205927-1,,,,,,,,PC,2/11/2018
PRASUGREL HYDROCHLORIDE,TABLET,ORAL,PRASUGREL,MYLAN PHARMS INC,EQ 10MG BASE,A,205927,2,AB,7/12/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,205927-2,,,,,,,,PC,2/11/2018
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN,10MG,A,77013,1,,10/23/2006,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77013-1,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN,20MG,A,77013,2,,10/23/2006,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77013-2,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN,40MG,A,77013,3,,10/23/2006,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77013-3,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN,80MG,A,77013,4,,12/28/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,77013-4,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN PHARMS INC,10MG,A,79187,1,AB,5/27/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,79187-1,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN PHARMS INC,20MG,A,79187,2,AB,5/27/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,79187-2,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN PHARMS INC,40MG,A,79187,3,AB,5/27/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,79187-3,,,,,,,,,
PRAVASTATIN SODIUM,TABLET,ORAL,PRAVASTATIN SODIUM,MYLAN PHARMS INC,80MG,A,79187,4,AB,5/27/2010,No,No,RX,MYLAN PHARMACEUTICALS INC,79187-4,,,,,,,,,
PREDNISONE,TABLET,ORAL,PREDNISONE,MYLAN PHARMS INC,5MG,A,80292,1,AB,,No,No,RX,MYLAN PHARMACEUTICALS INC,80292-1,,,,,,,,,
PREDNISONE,TABLET,ORAL,PREDNISONE,MYLAN PHARMS INC,10MG,A,88832,1,AB,12/4/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,88832-1,,,,,,,,,
PREDNISONE,TABLET,ORAL,PREDNISONE,MYLAN PHARMS INC,20MG,A,83677,1,AB,,No,No,RX,MYLAN PHARMACEUTICALS INC,83677-1,,,,,,,,,
PROBENECID,TABLET,ORAL,PROBENECID,MYLAN,500MG,A,84211,2,AB,,No,Yes,RX,MYLAN PHARMACEUTICALS INC,84211-2,,,,,,,,,
PROCHLORPERAZINE MALEATE,TABLET,ORAL,PROCHLORPERAZINE MALEATE,MYLAN,EQ 5MG BASE,A,40185,2,AB,10/28/1996,No,No,RX,MYLAN PHARMACEUTICALS INC,40185-2,,,,,,,,,
PROCHLORPERAZINE MALEATE,TABLET,ORAL,PROCHLORPERAZINE MALEATE,MYLAN,EQ 10MG BASE,A,40185,1,AB,10/28/1996,No,No,RX,MYLAN PHARMACEUTICALS INC,40185-1,,,,,,,,,
PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,PROMETHAZINE HYDROCHLORIDE,MYLAN,12.5MG,A,91054,1,,8/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91054-1,,,,,,,,,
PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,PROMETHAZINE HYDROCHLORIDE,MYLAN,25MG,A,91054,2,,8/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91054-2,,,,,,,,,
PROMETHAZINE HYDROCHLORIDE,TABLET,ORAL,PROMETHAZINE HYDROCHLORIDE,MYLAN,50MG,A,91054,3,,8/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,91054-3,,,,,,,,,
PROPANTHELINE BROMIDE,TABLET,ORAL,PROPANTHELINE BROMIDE,MYLAN,15MG,A,83706,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,83706-1,,,,,,,,,
ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE,TABLET,ORAL,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,MYLAN,325MG;32MG,A,83689,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,83689-1,,,,,,,,,
ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE,TABLET,ORAL,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,MYLAN,650MG;65MG,A,83978,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,83978-1,,,,,,,,,
ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,TABLET,ORAL,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,MYLAN,650MG;100MG,A,72195,1,,2/16/1988,No,No,DISCN,MYLAN PHARMACEUTICALS INC,72195-1,,,,,,,,,
ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,TABLET,ORAL,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,MYLAN PHARMS INC,650MG;100MG,A,70145,1,,6/12/1985,No,No,DISCN,MYLAN PHARMACEUTICALS INC,70145-1,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,10MG,A,70213,2,AB,11/19/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70213-2,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,20MG,A,70213,3,AB,11/19/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70213-3,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,40MG,A,70213,1,AB,11/19/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70213-1,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,60MG,A,70213,5,AB,4/8/2011,No,No,RX,MYLAN PHARMACEUTICALS INC,70213-5,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,60MG,A,72275,1,,6/9/1989,No,No,DISCN,MYLAN PHARMACEUTICALS INC,72275-1,,,,,,,,,
PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE,MYLAN,80MG,A,70213,4,AB,11/19/1985,No,No,RX,MYLAN PHARMACEUTICALS INC,70213-4,,,,,,,,,
HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,MYLAN,25MG;40MG,A,70947,2,AB,3/4/1987,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70947-2,,,,,,,,,
HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,TABLET,ORAL,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,MYLAN,25MG;80MG,A,70947,1,AB,4/1/1987,No,Yes,RX,MYLAN PHARMACEUTICALS INC,70947-1,,,,,,,,,
QUETIAPINE FUMARATE,TABLET,ORAL,QUETIAPINE FUMARATE,MYLAN PHARMS INC,EQ 25MG BASE,A,90323,1,,3/27/2012,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90323-1,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 5MG BASE,A,76036,1,,1/28/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76036-1,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 5MG BASE,A,76694,1,AB,12/23/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76694-1,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 10MG BASE,A,76036,2,,1/28/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76036-2,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 10MG BASE,A,76694,2,AB,12/23/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76694-2,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 20MG BASE,A,76036,3,,1/28/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76036-3,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 20MG BASE,A,76694,3,AB,12/23/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76694-3,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 40MG BASE,A,76036,4,,1/28/2005,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76036-4,,,,,,,,,
QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE,MYLAN,EQ 40MG BASE,A,76694,4,AB,12/23/2004,No,No,RX,MYLAN PHARMACEUTICALS INC,76694-4,,,,,,,,,
HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,MYLAN,12.5MG;EQ 10MG BASE,A,77093,1,AB,3/28/2005,No,No,RX,MYLAN PHARMACEUTICALS INC,77093-1,,,,,,,,,
HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,MYLAN,12.5MG;EQ 20MG BASE,A,77093,2,AB,3/28/2005,No,No,RX,MYLAN PHARMACEUTICALS INC,77093-2,,,,,,,,,
HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,TABLET,ORAL,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,MYLAN,25MG;EQ 20MG BASE,A,77093,3,AB,3/28/2005,No,No,RX,MYLAN PHARMACEUTICALS INC,77093-3,,,,,,,,,
RAMIPRIL,TABLET,ORAL,RAMIPRIL,MYLAN PHARMS INC,1.25MG,A,90650,1,,6/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90650-1,,,,,,,,,
RAMIPRIL,TABLET,ORAL,RAMIPRIL,MYLAN PHARMS INC,2.5MG,A,90650,2,,6/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90650-2,,,,,,,,,
RAMIPRIL,TABLET,ORAL,RAMIPRIL,MYLAN PHARMS INC,5MG,A,90650,3,,6/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90650-3,,,,,,,,,
RAMIPRIL,TABLET,ORAL,RAMIPRIL,MYLAN PHARMS INC,10MG,A,90650,4,,6/30/2011,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90650-4,,,,,,,,,
RANITIDINE HYDROCHLORIDE,TABLET,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 75MG BASE,A,75497,1,,1/14/2000,No,No,OTC,MYLAN PHARMACEUTICALS INC,75497-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,TABLET,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 150MG BASE,A,74023,1,,8/22/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74023-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,TABLET,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 150MG BASE,A,74552,1,,7/30/1998,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74552-1,,,,,,,,,
RANITIDINE HYDROCHLORIDE,TABLET,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 300MG BASE,A,74023,2,,8/22/1997,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74023-2,,,,,,,,,
RANITIDINE HYDROCHLORIDE,TABLET,ORAL,RANITIDINE HYDROCHLORIDE,MYLAN,EQ 300MG BASE,A,74552,2,,7/30/1998,No,No,DISCN,MYLAN PHARMACEUTICALS INC,74552-2,,,,,,,,,
RASAGILINE MESYLATE,TABLET,ORAL,RASAGILINE MESYLATE,MYLAN PHARMS INC,EQ 0.5MG BASE,A,201971,1,AB,5/15/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,201971-1,,,,,,,,,
RASAGILINE MESYLATE,TABLET,ORAL,RASAGILINE MESYLATE,MYLAN PHARMS INC,EQ 1MG BASE,A,201971,2,AB,5/15/2017,No,No,RX,MYLAN PHARMACEUTICALS INC,201971-2,,,,,,,,,
REPAGLINIDE,TABLET,ORAL,REPAGLINIDE,MYLAN PHARMS INC,0.5MG,A,90252,1,AB,8/23/2013,No,No,RX,MYLAN PHARMACEUTICALS INC,90252-1,,,,,,,,,
REPAGLINIDE,TABLET,ORAL,REPAGLINIDE,MYLAN PHARMS INC,1MG,A,90252,2,AB,1/22/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,90252-2,,,,,,,,,
REPAGLINIDE,TABLET,ORAL,REPAGLINIDE,MYLAN PHARMS INC,2MG,A,90252,3,AB,1/22/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,90252-3,,,,,,,,,
RESERPINE,TABLET,ORAL,RESERPINE,MYLAN,1MG,A,84974,1,,,No,No,DISCN,MYLAN PHARMACEUTICALS INC,84974-1,,,,,,,,,
RILUZOLE,TABLET,ORAL,RILUZOLE,MYLAN PHARMS INC,50MG,A,203042,1,AB,7/1/2013,No,No,RX,MYLAN PHARMACEUTICALS INC,203042-1,,,,,,,,,
RISEDRONATE SODIUM,TABLET,ORAL,RISEDRONATE SODIUM,MYLAN PHARMS INC,5MG,A,200477,1,AB,11/30/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,200477-1,,,,,,,,,
RISEDRONATE SODIUM,TABLET,ORAL,RISEDRONATE SODIUM,MYLAN PHARMS INC,30MG,A,200477,2,AB,11/30/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,200477-2,,,,,,,,,
RISEDRONATE SODIUM,TABLET,ORAL,RISEDRONATE SODIUM,MYLAN PHARMS INC,35MG,A,200477,3,AB,11/30/2015,No,No,RX,MYLAN PHARMACEUTICALS INC,200477-3,,,,,,,,,
RISEDRONATE SODIUM,TABLET,ORAL,RISEDRONATE SODIUM,MYLAN PHARMS INC,75MG,A,200477,4,AB,6/10/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,200477-4,,,,,,,,,
RISEDRONATE SODIUM,TABLET,ORAL,RISEDRONATE SODIUM,MYLAN PHARMS INC,150MG,A,200477,5,AB,6/10/2014,No,No,RX,MYLAN PHARMACEUTICALS INC,200477-5,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,0.25MG,A,76288,1,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-1,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,0.5MG,A,76288,2,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-2,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,1MG,A,76288,3,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-3,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,2MG,A,76288,4,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-4,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,3MG,A,76288,5,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-5,,,,,,,,,
RISPERIDONE,TABLET,ORAL,RISPERIDONE,MYLAN,4MG,A,76288,6,AB,9/15/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,76288-6,,,,,,,,,
RIZATRIPTAN BENZOATE,TABLET,ORAL,RIZATRIPTAN BENZOATE,MYLAN PHARMS INC,EQ 5MG BASE,A,201993,1,AB,12/31/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,201993-1,,,,,,,,,
RIZATRIPTAN BENZOATE,TABLET,ORAL,RIZATRIPTAN BENZOATE,MYLAN PHARMS INC,EQ 10MG BASE,A,201993,2,AB,12/31/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,201993-2,,,,,,,,,
ROFLUMILAST,TABLET,ORAL,ROFLUMILAST,MYLAN PHARMS INC,500MCG,A,208257,1,,7/13/2018,No,No,DISCN,MYLAN PHARMACEUTICALS INC,208257-1,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 0.25MG BASE,A,78881,1,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-1,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 0.5MG BASE,A,78881,2,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-2,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 1MG BASE,A,78881,3,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-3,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 2MG BASE,A,78881,4,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-4,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 3MG BASE,A,78881,5,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-5,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 4MG BASE,A,78881,6,AB,5/5/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-6,,,,,,,,,
ROPINIROLE HYDROCHLORIDE,TABLET,ORAL,ROPINIROLE HYDROCHLORIDE,MYLAN,EQ 5MG BASE,A,78881,7,AB,5/19/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78881-7,,,,,,,,,
ROSUVASTATIN CALCIUM,TABLET,ORAL,ROSUVASTATIN CALCIUM,MYLAN PHARMS INC,5MG,A,79161,1,AB,7/19/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,79161-1,,,,,,,,,
ROSUVASTATIN CALCIUM,TABLET,ORAL,ROSUVASTATIN CALCIUM,MYLAN PHARMS INC,10MG,A,79161,2,AB,7/19/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,79161-2,,,,,,,,,
ROSUVASTATIN CALCIUM,TABLET,ORAL,ROSUVASTATIN CALCIUM,MYLAN PHARMS INC,20MG,A,79161,3,AB,7/19/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,79161-3,,,,,,,,,
ROSUVASTATIN CALCIUM,TABLET,ORAL,ROSUVASTATIN CALCIUM,MYLAN PHARMS INC,40MG,A,79161,4,AB,7/19/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,79161-4,,,,,,,,,
RUFINAMIDE,TABLET,ORAL,RUFINAMIDE,MYLAN PHARMS INC,200MG,A,205095,1,AB,5/16/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,205095-1,,,,,,,,,
RUFINAMIDE,TABLET,ORAL,RUFINAMIDE,MYLAN PHARMS INC,400MG,A,205095,2,AB,5/16/2016,No,No,RX,MYLAN PHARMACEUTICALS INC,205095-2,,,,,,,,,
SELEGILINE HYDROCHLORIDE,TABLET,ORAL,SELEGILINE HYDROCHLORIDE,MYLAN,5MG,A,74866,1,AB,11/26/1997,No,No,RX,MYLAN PHARMACEUTICALS INC,74866-1,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN,EQ 25MG BASE,A,76671,1,,2/6/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76671-1,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN,EQ 50MG BASE,A,76671,2,,2/6/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76671-2,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN,EQ 100MG BASE,A,76671,3,,2/6/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76671-3,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 25MG BASE,A,76540,1,,3/20/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76540-1,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 25MG BASE,A,78626,1,AB,1/31/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78626-1,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 50MG BASE,A,76540,2,,3/20/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76540-2,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 50MG BASE,A,78626,2,AB,1/31/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78626-2,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 100MG BASE,A,76540,3,,3/20/2007,No,No,DISCN,MYLAN PHARMACEUTICALS INC,76540-3,,,,,,,,,
SERTRALINE HYDROCHLORIDE,TABLET,ORAL,SERTRALINE HYDROCHLORIDE,MYLAN PHARMS INC,EQ 100MG BASE,A,78626,3,AB,1/31/2008,No,No,RX,MYLAN PHARMACEUTICALS INC,78626-3,,,,,,,,,
SILDENAFIL CITRATE,TABLET,ORAL,SILDENAFIL CITRATE,MYLAN PHARMS INC,EQ 20MG BASE,A,201150,1,AB,11/9/2012,No,No,RX,MYLAN PHARMACEUTICALS INC,201150-1,,,,,,,,,
SIMVASTATIN,TABLET,ORAL,SIMVASTATIN,MYLAN PHARMS INC,5MG,A,90868,1,,6/8/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90868-1,,,,,,,,,
SIMVASTATIN,TABLET,ORAL,SIMVASTATIN,MYLAN PHARMS INC,10MG,A,90868,2,,6/8/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90868-2,,,,,,,,,
SIMVASTATIN,TABLET,ORAL,SIMVASTATIN,MYLAN PHARMS INC,20MG,A,90868,3,,6/8/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90868-3,,,,,,,,,
SIMVASTATIN,TABLET,ORAL,SIMVASTATIN,MYLAN PHARMS INC,40MG,A,90868,4,,6/8/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90868-4,,,,,,,,,
SIMVASTATIN,TABLET,ORAL,SIMVASTATIN,MYLAN PHARMS INC,80MG,A,90868,5,,6/8/2010,No,No,DISCN,MYLAN PHARMACEUTICALS INC,90868-5,,,,,,,,,
CARISOPRODOL,TABLET,ORAL,SOMA,MYLAN SPECIALITY LP,250MG,N,11792,4,AB,9/13/2007,Yes,Yes,RX,MYLAN SPECIALTY LP,11792-4,,,,,,,,,
CARISOPRODOL,TABLET,ORAL,SOMA,MYLAN SPECIALITY LP,350MG,N,11792,1,AA,,Yes,No,RX,MYLAN SPECIALTY LP,11792-1,,,,,,,,,
SOTALOL HYDROCHLORIDE,TABLET,ORAL,SOTALOL HYDROCHLORIDE,MYLAN,80MG,A,75237,1,,5/1/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75237-1,,,,,,,,,
SOTALOL HYDROCHLORIDE,TABLET,ORAL,SOTALOL HYDROCHLORIDE,MYLAN,80MG,A,75725,1,,12/19/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75725-1,,,,,,,,,
SOTALOL HYDROCHLORIDE,TABLET,ORAL,SOTALOL HYDROCHLORIDE,MYLAN,80MG,A,77616,1,AB2,2/7/2007,No,No,RX,MYLAN PHARMACEUTICALS INC,77616-1,,,,,,,,,
SOTALOL HYDROCHLORIDE,TABLET,ORAL,SOTALOL HYDROCHLORIDE,MYLAN,120MG,A,75237,2,,5/1/2000,No,No,DISCN,MYLAN PHARMACEUTICALS INC,75237-2,,,,,,,,,
